1 	 368.0	 189.0	 
2 	 355.0	 265.0	 
3 	 395.0	 204.0	 
4 	 391.0	 279.0	 
5 	 387.0	 114.0	 
6 	 378.0	 162.0	 
7 	 343.0	 190.0	 
8 	 362.0	 177.0	 
9 	 404.0	 236.0	 
10 	 300.0	 181.0	 
11 	 359.0	 152.0	 
12 	 389.0	 238.0	 
13 	 336.0	 229.0	 
14 	 326.0	 146.0	 
15 	 382.0	 65.0	 
16 	 321.0	 204.0	 
17 	 383.0	 79.0	 
18 	 267.0	 152.0	 
19 	 319.0	 167.0	 
20 	 356.0	 245.0	 
21 	 335.0	 162.0	 
22 	 318.0	 148.0	 
23 	 330.0	 96.0	 
24 	 399.0	 282.0	 
25 	 215.0	 157.0	 
26 	 323.0	 212.0	 
27 	 379.0	 117.0	 
28 	 379.0	 182.0	 
29 	 393.0	 212.0	 
30 	 442.0	 287.0	 
31 	 224.0	 149.0	 
32 	 221.0	 139.0	 
33 	 384.0	 138.0	 
34 	 337.0	 182.0	 
35 	 369.0	 49.0	 
36 	 394.0	 196.0	 
37 	 296.0	 193.0	 
38 	 336.0	 104.0	 
39 	 334.0	 218.0	 
40 	 446.0	 297.0	 
