1 	 368.0	 187.0	 
2 	 386.0	 114.0	 
3 	 395.0	 204.0	 
4 	 389.0	 235.0	 
5 	 357.0	 266.0	 
6 	 377.0	 165.0	 
7 	 344.0	 203.0	 
8 	 318.0	 169.0	 
9 	 262.0	 154.0	 
10 	 336.0	 163.0	 
11 	 317.0	 207.0	 
12 	 358.0	 203.0	 
13 	 360.0	 177.0	 
14 	 322.0	 149.0	 
15 	 390.0	 282.0	 
16 	 358.0	 155.0	 
17 	 393.0	 213.0	 
18 	 329.0	 97.0	 
19 	 376.0	 115.0	 
20 	 409.0	 242.0	 
21 	 221.0	 153.0	 
22 	 398.0	 284.0	 
23 	 332.0	 173.0	 
24 	 330.0	 149.0	 
25 	 383.0	 103.0	 
26 	 222.0	 143.0	 
27 	 390.0	 290.0	 
28 	 382.0	 64.0	 
29 	 382.0	 138.0	 
30 	 296.0	 171.0	 
31 	 345.0	 2.0	 
32 	 335.0	 47.0	 
33 	 328.0	 141.0	 
34 	 325.0	 215.0	 
35 	 353.0	 2.0	 
36 	 385.0	 210.0	 
37 	 333.0	 222.0	 
38 	 329.0	 116.0	 
39 	 220.0	 161.0	 
40 	 365.0	 265.0	 
