1 	 152.0	 209.0	 
2 	 203.0	 104.0	 
3 	 106.0	 126.0	 
4 	 198.0	 179.0	 
5 	 49.0	 141.0	 
6 	 181.0	 169.0	 
7 	 120.0	 123.0	 
8 	 137.0	 95.0	 
9 	 203.0	 112.0	 
10 	 62.0	 174.0	 
11 	 127.0	 156.0	 
12 	 135.0	 200.0	 
13 	 195.0	 137.0	 
14 	 94.0	 47.0	 
15 	 148.0	 28.0	 
16 	 62.0	 16.0	 
17 	 183.0	 157.0	 
18 	 145.0	 39.0	 
19 	 155.0	 42.0	 
20 	 160.0	 88.0	 
21 	 165.0	 193.0	 
22 	 79.0	 25.0	 
23 	 85.0	 33.0	 
24 	 78.0	 153.0	 
25 	 48.0	 34.0	 
26 	 99.0	 175.0	 
27 	 157.0	 119.0	 
28 	 112.0	 161.0	 
29 	 95.0	 139.0	 
30 	 211.0	 109.0	 
31 	 138.0	 81.0	 
32 	 140.0	 147.0	 
33 	 59.0	 44.0	 
34 	 162.0	 107.0	 
35 	 162.0	 96.0	 
36 	 163.0	 37.0	 
37 	 183.0	 60.0	 
38 	 156.0	 27.0	 
39 	 190.0	 2.0	 
40 	 103.0	 139.0	 
