1 	 137.0	 94.0	 
2 	 49.0	 140.0	 
3 	 45.0	 152.0	 
4 	 154.0	 110.0	 
5 	 129.0	 215.0	 
6 	 198.0	 180.0	 
7 	 208.0	 104.0	 
8 	 63.0	 174.0	 
9 	 151.0	 207.0	 
10 	 128.0	 97.0	 
11 	 146.0	 40.0	 
12 	 145.0	 29.0	 
13 	 110.0	 70.0	 
14 	 206.0	 112.0	 
15 	 101.0	 199.0	 
16 	 183.0	 159.0	 
17 	 115.0	 129.0	 
18 	 157.0	 40.0	 
19 	 87.0	 195.0	 
20 	 177.0	 94.0	 
21 	 106.0	 61.0	 
22 	 77.0	 151.0	 
23 	 200.0	 102.0	 
24 	 63.0	 15.0	 
25 	 196.0	 136.0	 
26 	 165.0	 193.0	 
27 	 136.0	 80.0	 
28 	 132.0	 111.0	 
29 	 189.0	 145.0	 
30 	 198.0	 110.0	 
31 	 126.0	 89.0	 
32 	 45.0	 168.0	 
33 	 99.0	 50.0	 
34 	 77.0	 211.0	 
35 	 101.0	 170.0	 
36 	 68.0	 68.0	 
37 	 153.0	 27.0	 
38 	 271.0	 28.0	 
39 	 182.0	 102.0	 
40 	 196.0	 172.0	 
