1 	 381.0	 195.0	 
2 	 359.0	 145.0	 
3 	 379.0	 110.0	 
4 	 381.0	 121.0	 
5 	 258.0	 152.0	 
6 	 324.0	 96.0	 
7 	 321.0	 145.0	 
8 	 372.0	 163.0	 
9 	 312.0	 167.0	 
10 	 317.0	 204.0	 
11 	 296.0	 192.0	 
12 	 343.0	 248.0	 
13 	 287.0	 183.0	 
14 	 353.0	 175.0	 
15 	 352.0	 154.0	 
16 	 395.0	 204.0	 
17 	 207.0	 149.0	 
18 	 378.0	 62.0	 
19 	 368.0	 146.0	 
20 	 367.0	 48.0	 
21 	 338.0	 240.0	 
22 	 371.0	 108.0	 
23 	 215.0	 147.0	 
24 	 334.0	 162.0	 
25 	 358.0	 184.0	 
26 	 330.0	 44.0	 
