1 	 364.0	 155.0	 
2 	 380.0	 111.0	 
3 	 319.0	 202.0	 
4 	 387.0	 234.0	 
5 	 390.0	 202.0	 
6 	 260.0	 152.0	 
7 	 362.0	 187.0	 
8 	 370.0	 163.0	 
9 	 361.0	 119.0	 
10 	 333.0	 222.0	 
11 	 318.0	 166.0	 
12 	 330.0	 96.0	 
13 	 356.0	 176.0	 
14 	 376.0	 62.0	 
15 	 344.0	 244.0	 
16 	 325.0	 147.0	 
17 	 290.0	 180.0	 
18 	 216.0	 141.0	 
19 	 354.0	 152.0	 
20 	 327.0	 198.0	 
21 	 433.0	 281.0	 
22 	 384.0	 215.0	 
23 	 205.0	 141.0	 
24 	 385.0	 398.0	 
25 	 388.0	 280.0	 
26 	 329.0	 214.0	 
27 	 396.0	 281.0	 
28 	 334.0	 162.0	 
